Type,Brand,Model,Benchmark,Size,Model_Type,URL
SSD,Liteonit,LCT-512M3S 512GB,69.9,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5388/LITEONIT-LCT-512M3S
SSD,Team,L3 SSD 240GB,69.9,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6481/TEAM-L3-SSD-240GB
SSD,Gigabyte,SSD 120GB,69.9,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/547719/GIGABYTE-GP-GSTFS31120GNTD
SSD,OCZ,AGILITY4 128GB,69.7,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/557/OCZ-AGILITY4
SSD,SanDisk,X110 mSATA 128GB,69.6,128GB,2.5-inch,https://ssd.userbenchmark.com/SanDisk-X110-mSATA-128GB/Rating/2213
SSD,Crucial,M500 mSATA 240GB,69.6,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4823/Crucial--CT240M500SSD3
SSD,Samsung,840 250GB,69.6,250GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-840-250GB/Rating/1510
SSD,OCZ,Trion 100 480GB,69.4,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/32318/OCZ-TRION100
SSD,Corsair,Force GT 120GB,69.4,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1263/Corsair-Force-GT
SSD,PNY,CS900 120GB,69.3,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/175702/PNY-CS900-120GB-SSD
SSD,SanDisk,Ultra Plus 64GB,69.2,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6401/SanDisk-SDSSDHP064G
SSD,Transcend,MTS800 M.2 128GB,69.2,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/22385/TS128GMTS800
SSD,Adata,SU650 480GB,69.2,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/434166/ADATA-SU650
SSD,Intel,SSD Pro 1500 Series 180GB,69.1,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2904/INTEL-SSDSC2BF180A4L
SSD,Intel,SSD Pro 1500 Series 180GB,69.1,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2904/INTEL-SSDSC2BF180A4L
SSD,Samsung,PM851 mSATA 512GB,69.0,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8717/SAMSUNG-SSD-PM851-mSATA-512GB
SSD,Crucial,BX500 960GB,69.0,960GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/666214/CT960BX500SSD1
SSD,Intel,540s Series 120GB,68.9,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/127931/INTEL-SSDSC2KW120H6
SSD,PNY,SSD2SC240G3LC726B104-327 240GB,68.8,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5640/SSD2SC240G3LC726B104-327
SSD,Intel,330 Series 180GB,68.6,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/261/INTEL-SSDSC2CT180A3
SSD,OCZ,Vertex 3 120GB,68.6,120GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vertex-3-120GB/Rating/1927
SSD,Liteonit,LMT-19nmBGA-128G 128GB,68.6,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4185/LITEONIT-LMT-19nmBGA-128G
SSD,PNY,SSD2SC240G5LC726B104-298 240GB,68.6,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10419/SSD2SC240G5LC726B104-298
SSD,SanDisk,Extreme 120GB,68.5,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1102/SanDisk-SDSSDX120GG25
SSD,Samsung,PM830 512GB,68.5,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2045/SAMSUNG-SSD-PM830-25--7
SSD,Adata,Premier Pro SP920 128GB,68.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10618/ADATA-SP920SS
SSD,Adata,XPG SX900 128GB,68.1,128GB,2.5-inch,https://ssd.userbenchmark.com/Adata-XPG-SX900-128GB/Rating/3491
SSD,Mushkin,Chronos Deluxe 120GB,68.0,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4583/MKNSSDCR120GB-DX
SSD,Toshiba,HG5d SATA M.2 128GB,68.0,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/6450/TOSHIBA-THNSNH128G8NT
SSD,Toshiba,HG5d SATA M.2 128GB,68.0,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/6450/TOSHIBA-THNSNH128G8NT
SSD,Corsair,Force LS 240GB,67.9,240GB,2.5-inch,https://ssd.userbenchmark.com/Corsair-Force-LS-240GB/Rating/3340
SSD,Intel,330 Series 120GB,67.8,120GB,2.5-inch,https://ssd.userbenchmark.com/Intel-330-Series-120GB/Rating/1933
SSD,Geil,Zenith A3 120GB,67.8,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/16792/GeIL-ZENITH-A3-120GB
SSD,Adata,S511 120GB,67.8,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4509/ADATA-SSD-S511-120GB
SSD,Mushkin,Chronos 120GB,67.7,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3690/MKNSSDCR120GB
SSD,Toshiba,THNSNF128GCSS 128GB,67.7,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5540/TOSHIBA-THNSNF128GCSS
SSD,Adata,SU635 240GB,67.6,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/722603/ADATA-SU635
SSD,Apple,SM256E 251GB,67.4,251GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1438/APPLE-SSD-SM256E
SSD,Patriot,Wildfire 120GB,67.4,120GB,2.5-inch,https://ssd.userbenchmark.com/Patriot-Wildfire-120GB/Rating/2235
SSD,Intel,530 Series 120GB,67.4,120GB,2.5-inch,https://ssd.userbenchmark.com/Intel-530-Series-120GB/Rating/1934
SSD,,HFS128G3AMNB-2200A 128GB,67.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5987/HFS128G3AMNB-2200A
SSD,OCZ,Trion 100 240GB,67.3,240GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Trion-100-240GB/Rating/3501
SSD,Liteonit,LCT-128M3S 128GB,67.2,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4678/LITEONIT-LCT-128M3S
SSD,Transcend,SSD720 128GB,67.2,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8724/TS128GSSD720
SSD,Kingston,HyperX 120GB,67.1,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1716/KINGSTON-SH100S3120G
SSD,Transcend,SSD340 128GB,67.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5472/TS128GSSD340
SSD,Kingston,SSDNow mS200 mSATA 120GB,67.0,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/536/KINGSTON-SMS200S3120G
SSD,Crucial,M4 512GB,66.9,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/144/M4-CT512M4SSD2
SSD,Kingston,SSDNow UV400 120GB,66.9,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/137022/KINGSTON-SUV400S37120G
SSD,Toshiba,THNSNS Series mSATA PCI-E 128GB ,66.9,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3823/TOSHIBA-THNSNS128GMCP
SSD,Adata,Premier Pro SP900 128GB,66.9,128GB,2.5-inch,https://ssd.userbenchmark.com/Adata-Premier-Pro-SP900-128GB/Rating/1930
SSD,,MXSSD3MDSF-120G 120GB,66.8,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10325/MXSSD3MDSF-120G
SSD,Apple,SM512E 500GB,66.8,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2941/APPLE-SSD-SM512E
SSD,SanDisk,X110 64GB,66.8,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8361/SanDisk-SD6SB1M064G
SSD,Intel,SSD Pro 2500 Series 240GB,66.8,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/21454/INTEL-SSDSC2BF240A5L
SSD,Intel,SSD Pro 2500 Series 240GB,66.8,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/21454/INTEL-SSDSC2BF240A5L
SSD,OCZ,AGILITY4 512GB,66.8,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/11959/OCZ-AGILITY4
SSD,Transcend,MTS400 M.2 128GB,66.6,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/12551/TS128GMTS400
SSD,Adata,S510 120GB,66.6,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1908/ADATA-SSD-S510-120GB
SSD,HP,S700 250GB,66.3,250GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/332066/HP-SSD-S700-250GB
SSD,Patriot,Pyro SE 120GB,66.3,120GB,2.5-inch,https://ssd.userbenchmark.com/Patriot-Pyro-SE-120GB/Rating/2233
SSD,Intel,525 Series mSATA 180GB,66.1,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/14110/INTEL-SSDMCEAC180B3
SSD,Crucial,M500 120GB,66.0,120GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-M500-120GB/Rating/1888
SSD,SanDisk,X100 mSATA 128GB,66.0,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7539/SanDisk-SD5SF2128G
SSD,Geil,Zenith S3 120GB,65.8,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/18730/GeIL-ZENITH-S3-120GB
SSD,Samsung,PM830 256GB,65.8,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5924/SAMSUNG-MZ7PC256HAFU-000H1
SSD,Kingston,A400 240GB,65.8,240GB,2.5-inch,https://ssd.userbenchmark.com/Kingston-A400-240GB/Rating/3953
SSD,OCZ,RevoDrive PCIe 240GB,65.7,240GB,PCIe,https://ssd.userbenchmark.com/SpeedTest/3328/OCZ-REVODRIV
SSD,Patriot,Pyro 240GB,65.7,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9501/Patriot-Pyro-SSD
SSD,Kingston,SSDNow KC300 60GB,65.6,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8566/KINGSTON-SKC300S37A60G
SSD,PNY,SSD2SC120GE2DA08B-T 120GB,65.3,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6740/SSD2SC120GE2DA08B-T
SSD,Goodram,C50 240GB,65.2,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7031/GOODRAM-C50
SSD,Kingston,SM2280S3 SATA M.2 120GB,65.1,120GB,M.2,https://ssd.userbenchmark.com/SpeedTest/14411/KINGSTON-SM2280S3120G
SSD,Intel,S3500 Series 120GB,65.1,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10755/INTEL-SSDSC2BB120G4
SSD,Samsung,PM851 mSATA 256GB,65.0,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8695/SAMSUNG-SSD-PM851-mSATA-256GB
SSD,Corsair,Force GT 90GB,64.8,90GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2377/Corsair-Force-GT
SSD,Adata,SX910 128GB,64.7,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/444/ADATA-SX910
SSD,Kingston,SSDNow V+200 Series 60GB,64.7,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10560/KINGSTON-SVP200S37A60G
SSD,Samsung,MZMTE256HMHP-000L1 256GB,64.6,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12653/SAMSUNG-MZMTE256HMHP-000L1
SSD,Toshiba,THNSNF128GMCS 128GB,64.5,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1596/TOSHIBA-THNSNF128GMCS
SSD,Plextor,M5M mSATA 64GB,64.5,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1638/PLEXTOR-PX-64M5M
SSD,Samsung,MZ7TD512HAGM-000L1 512GB,64.4,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3479/SAMSUNG-MZ7TD512HAGM-000L1
SSD,OCZ,VERTEX3 90GB,64.3,90GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1586/OCZ-VERTEX3
SSD,Liteonit,LMT-128M3M 128GB,64.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3187/LITEONIT-LMT-128M3M
SSD,Mushkin,MKNSSDCR120GB-MX 120GB,64.1,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1448/MKNSSDCR120GB-MX
SSD,Kingston,SSDNow V300 240GB,64.1,240GB,2.5-inch,https://ssd.userbenchmark.com/Kingston-SSDNow-V300-240GB/Rating/1817
SSD,OCZ,RevoDrive 3 PCIe 120GB,64.0,120GB,PCIe,https://ssd.userbenchmark.com/SpeedTest/3116/OCZ-REVODRIVE3
SSD,Samsung,MZNTD512HAGL-000L1 512GB,64.0,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6200/SAMSUNG-MZNTD512HAGL-000L1
SSD,,HFS256G3AMNB-2200A 256GB,63.8,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4739/HFS256G3AMNB-2200A
SSD,HyperX,Fury 120GB,63.7,120GB,2.5-inch,https://ssd.userbenchmark.com/HyperX-Fury-120GB/Rating/2586
SSD,Apple,SD512E 500GB,63.7,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6934/APPLE-SSD-SD512E
SSD,Goodram,C100 120GB,63.6,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5675/GOODRAM-C100
SSD,Kingston,SVP100S296G 96GB,63.5,96GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2336/KINGSTON-SVP100S296G
SSD,Crucial,BX500 480GB,63.5,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/579817/CT480BX500SSD1
SSD,Samsung,PM830 mSATA 256GB,63.3,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3903/SAMSUNG-SSD-PM830-mSATA-256GB
SSD,Samsung,"PM841 2.5"" 256GB",63.3,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5077/SAMSUNG-SSD-PM841-25--7
SSD,Adata,SX300 256GB,63.3,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3900/ADATA-SX300
SSD,Kingston,SKC100S3120G 120GB,63.2,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5074/KINGSTON-SKC100S3120G
SSD,Intel,525 Series mSATA 120GB,63.2,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5314/INTEL-SSDMCEAC120B3
SSD,Sandisk,SD5SG2256G1052E 256GB,63.1,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2816/SanDisk-SD5SG2256G1052E
SSD,Patriot,Pyro 120GB,63.0,120GB,2.5-inch,https://ssd.userbenchmark.com/Patriot-Pyro-120GB/Rating/2234
SSD,Samsung,830 128GB,63.0,128GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-830-128GB/Rating/1926
SSD,Toshiba,THNSNF256GMCS 256GB,63.0,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5493/TOSHIBA-THNSNF256GMCS
SSD,Toshiba,OCZ TL100 240GB,62.8,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/182236/TOSHIBA-TL100
SSD,Intel,SSD Pro 1500 Series 180GB,62.8,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6511/INTEL-SSDSCKGF180A4L
SSD,Intel,SS DSC2BW180A3H 180GB,62.7,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9583/INTEL-SS-DSC2BW180A3H
SSD,Adata,SU650 120GB,62.6,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/359434/ADATA-SU650
SSD,Samsung,MZ7TE128HMGR-000L1 128GB,62.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9061/SAMSUNG-MZ7TE128HMGR-000L1
SSD,Patriot,Blaze 240GB,62.2,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/19971/Patriot-Blaze
SSD,OCZ,Trion 100 120GB,62.2,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/32000/OCZ-TRION100
SSD,Intel,520 Series 60GB,62.0,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7251/INTEL-SSDSC2CW060A3
SSD,Intel,520 Series 480GB,61.9,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9939/INTEL-SSDSC2CW480A3
SSD,Samsung,MZMTE256HMHP-000MV 256GB,61.8,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12210/SAMSUNG-MZMTE256HMHP-000MV
SSD,HP,S700 120GB,61.8,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/307263/HP-SSD-S700-120GB
SSD,Apple,SM768E 751GB,61.7,751GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4350/APPLE-SSD-SM768E
SSD,Corsair,Force GS 480GB,61.5,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7580/Corsair-Force-GS
SSD,Samsung,840 120GB,61.4,120GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-840-120GB/Rating/2263
SSD,Patriot,Torch 240GB,61.4,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/18783/Patriot-Torch
SSD,Samsung,MZ7TD256HAFV-000L7 256GB,61.4,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2342/SAMSUNG-MZ7TD256HAFV-000L7
SSD,Samsung,MZNTD256HAGL-00000 256GB,61.4,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/396/SAMSUNG-MZNTD256HAGL-00000
SSD,Apple,SM128E 121GB,61.4,121GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8955/APPLE-SSD-SM128E
SSD,Kingston,A400 120GB,61.3,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/229920/KINGSTON-SA400S37120G
SSD,Kingston,HyperX 3K 90GB,61.2,90GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3217/KINGSTON-SH103S390G
SSD,Samsung,PM830 128GB,61.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3368/SAMSUNG-MZ7PC128HAFU-000H1
SSD,Goodram,C40 240GB,61.1,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/13085/GOODRAM-C40
SSD,SanDisk,Z400s 128GB,61.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/34216/SanDisk-SD8SBAT128G1122
SSD,Mushkin,ECO2 120GB,60.9,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/24915/MKNSSDEC120GB
SSD,Mushkin,Chronos 60GB,60.8,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1564/MKNSSDCR60GB
SSD,Crucial,M4 256GB,60.8,256GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-M4-256GB/Rating/372
SSD,Kingston,SSDNow mS200 mSATA 60GB,60.7,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5751/KINGSTON-SMS200S360G
SSD,Mushkin,MKNSSDAT240GB-DX 240GB,60.7,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/85/MKNSSDAT240GB-DX
SSD,SanDisk,SSD Plus 240GB,60.5,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/25612/SanDisk-SDSSDA240G
SSD,SanDisk,SSD Plus 240GB,60.5,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/25612/SanDisk-SDSSDA240G
SSD,OCZ,VERTEX3 60GB,60.5,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1912/OCZ-VERTEX3
SSD,Intel,SSD Pro 2500 Series 120GB,60.3,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/23404/INTEL-SSDSC2BF120A5
SSD,Intel,SSD Pro 2500 Series 120GB,60.3,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/23404/INTEL-SSDSC2BF120A5
SSD,Intel,SSDSC2CT080A4 80GB,60.0,80GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6435/INTEL-SSDSC2CT080A4
SSD,Crucial,M4 128GB,59.8,128GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-M4-128GB/Rating/1929
SSD,Samsung,MZMTD512HAGL-00000 512GB,59.8,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/298/SAMSUNG-MZMTD512HAGL-00000
SSD,Kingston,HyperX 3K 480GB,59.7,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8665/KINGSTON-KINGSTON-SH103S3
SSD,Adata,SP600 64GB,59.7,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6806/ADATA-SP600
SSD,Mushkin,MKNSSDAT120GB-DX 120GB,59.5,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6436/MKNSSDAT120GB-DX
SSD,PNY,XLR8 Pro 480GB,59.3,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/23219/SSD2SC480GC4DA16T-T
SSD,Corsair,Force GT 60GB,59.3,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1231/Corsair-Force-GT
SSD,SanDisk,SSD Plus 960GB,59.2,960GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/206516/SanDisk-SDSSDA960G
SSD,SanDisk,SSD Plus 960GB,59.2,960GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/206516/SanDisk-SDSSDA960G
SSD,Spcc,Solid State Disk 120GB,59.2,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12061/SPCC-Solid-State-Disk
SSD,Intel,535 Series 480GB,59.2,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/29709/INTEL-SSDSC2BW480H6
SSD,Samsung,MZMTE256HMHP-000SO 256GB,59.1,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12855/SAMSUNG-MZMTE256HMHP-000SO
SSD,SanDisk,X400s SATA M.2 128GB,59.0,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/33396/SanDisk-SD8SNAT128G
SSD,Crucial,M4 256GB mSATA,58.7,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5098/M4-CT256-M4-CT256M4SSD3
SSD,Crucial,M500 mSATA 120GB,58.7,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6146/Crucial-CT120M500SSD3
SSD,Adata,XPG SX900 512GB,58.6,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5993/ADATA-SX900
SSD,OCZ,Vertex 3 480GB,58.6,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4908/OCZ-VERTEX3
SSD,Team,XS3 SSD 120GB,58.5,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7195/TEAM-XS3--SSD
SSD,SanDisk,SSD Plus 120GB,58.5,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/24452/SanDisk-SDSSDA120G
SSD,SanDisk,SSD Plus 120GB,58.5,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/24452/SanDisk-SDSSDA120G
SSD,PNY,SSD2SC120G5LC709B121-510 120GB,58.2,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/11896/SSD2SC120G5LC709B121-510
SSD,Intel,510 Series 250GB,58.2,250GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2447/INTEL-SSDSC2MH250A2
SSD,Intel,521 Series 240GB,57.9,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6283/INTEL-SSDSCMMW240A3L
SSD,Intel,SSDMCEAW120A4 120GB,57.9,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8790/INTEL-SSDMCEAW120A4
SSD,SanDisk,Extreme 480GB,57.9,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9517/SanDisk-SDSSDX48
SSD,Kingston,SSDNow KC300 480GB,57.7,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/13063/KINGSTON-SKC300S37A480G
SSD,Corsair,Force GT 480GB,57.6,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12025/Corsair-Force-GT
SSD,Samsung,MZMTD256HAGM-000L1 256GB,57.3,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/505/SAMSUNG-MZMTD256HAGM-000L1
SSD,Intel,330 Series 60GB,57.3,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2796/INTEL-SSDSC2CT060A3
SSD,Adata,XPG SX900 64GB,57.2,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3799/ADATA-SX900
SSD,SanDisk,X110 mSATA 64GB,57.0,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/15608/SanDisk-SD6SF1M064G1022
SSD,Kingston,RBU-SMS100S3128GA 128GB,56.9,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10832/KINGSTON-RBU-SMS100S3128GA
SSD,Samsung,MZMPC256HBGJ-000H1 256GB,56.8,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2935/SAMSUNG-MZMPC256HBGJ-000H1
SSD,Crucial,RealSSD C300 256GB,56.8,256GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-RealSSD-C300-256GB/Rating/370
SSD,Toshiba,THNSNS064GMCP 64GB,56.5,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/11198/TOSHIBA-THNSNS064GMCP
SSD,Corsair,Neutron 64GB,56.5,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4447/Corsair-Neutron-SSD
SSD,Corsair,Force GS 360GB,56.5,360GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6890/Corsair-Force-GS
SSD,Liteonit,LMT-19nmBGA-64G 64GB,56.5,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7220/LITEONIT-LMT-19nmBGA-64G
SSD,Adata,SX300 128GB,56.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4472/ADATA-SX300
SSD,Toshiba,OCZ TL100 120GB,56.1,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/184159/TOSHIBA-TL100
SSD,Crucial,BX500 240GB,56.0,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/578496/CT240BX500SSD1
SSD,Samsung,MZMPC128HBFU-000L1 128GB,56.0,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/157/SAMSUNG-MZMPC128HBFU-000L1
SSD,Samsung,PM830 64GB,56.0,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3969/SAMSUNG-SSD-PM83
SSD,Transcend,MSA340 mSATA 128GB,55.9,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/20186/TS128GMSA340
SSD,Micron,C400 RealSSD 128GB,55.8,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4661/C400-MTFDDAK128MAM
SSD,Corsair,Force LS 60GB,55.5,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4499/Corsair-Force-LS-SSD
