Type,Brand,Model,Benchmark,Size,Model_Name,Storage_Size,Year,URL
HDD,WD,WD5000AAVS-00ZTB0 500GB,33.5,500GB,WD5000AAVS-00ZTB0,500GB,,https://hdd.userbenchmark.com/SpeedTest/947/WDC-WD5000AAVS-00ZTB0
HDD,Seagate,ST9160411ASG 160GB,33.4,160GB,ST9160411ASG,160GB,,https://hdd.userbenchmark.com/SpeedTest/1633/ST9160411ASG
HDD,Seagate,ST3250620AS 250GB,33.4,250GB,ST3250620AS,250GB,,https://hdd.userbenchmark.com/SpeedTest/2769/ST3250620AS
HDD,Toshiba,MK6476GSX 640GB,33.3,640GB,MK6476GSX,640GB,,https://hdd.userbenchmark.com/SpeedTest/795/TOSHIBA-MK6476GSX
HDD,Hitachi,HTS723232L9SA60 320GB,33.3,320GB,HTS723232L9SA60,320GB,,https://hdd.userbenchmark.com/SpeedTest/6838/HITACHI-HTS723232L9SA60
HDD,Hitachi,HCS545050GLA380 500GB,33.3,500GB,HCS545050GLA380,500GB,,https://hdd.userbenchmark.com/SpeedTest/2081/Hitachi-HCS545050GLA380
HDD,WD,Blue 400GB (2007),33.3,400GB,Blue,400GB,2007.0,https://hdd.userbenchmark.com/SpeedTest/1532/WDC-WD4000AAJS-00YFA0
HDD,Toshiba,MK5059GSXP 500GB,33.2,500GB,MK5059GSXP,500GB,,https://hdd.userbenchmark.com/SpeedTest/2764/TOSHIBA-MK5059GSXP
HDD,Seagate,ST3500630NS 500GB,33.2,500GB,ST3500630NS,500GB,,https://hdd.userbenchmark.com/SpeedTest/1456/ST3500630NS
HDD,Seagate,ST9640423AS 640GB,33.2,640GB,ST9640423AS,640GB,,https://hdd.userbenchmark.com/SpeedTest/1709/ST9640423AS
HDD,Samsung,HD321KJ 320GB,33.2,320GB,HD321KJ,320GB,,https://hdd.userbenchmark.com/SpeedTest/1934/SAMSUNG-HD321KJ
HDD,Seagate,ST9160412ASG 160GB,33.2,160GB,ST9160412ASG,160GB,,https://hdd.userbenchmark.com/SpeedTest/4331/ST9160412ASG
HDD,Seagate,ST3750640NS 750GB,33.1,750GB,ST3750640NS,750GB,,https://hdd.userbenchmark.com/SpeedTest/4285/ST3750640NS
HDD,Seagate,ST3400620NS 400GB,33.1,400GB,ST3400620NS,400GB,,https://hdd.userbenchmark.com/SpeedTest/9788/ST3400620NS
HDD,Seagate,ST3300820SCE 300GB,33.1,300GB,ST3300820SCE,300GB,,https://hdd.userbenchmark.com/SpeedTest/1944/ST3300820SCE
HDD,Samsung,HM400JI 400GB,33.0,400GB,HM400JI,400GB,,https://hdd.userbenchmark.com/SpeedTest/10816/SAMSUNG-HM400JI
HDD,WD,WD5000KS-00MNB0 500GB,33.0,500GB,WD5000KS-00MNB0,500GB,,https://hdd.userbenchmark.com/SpeedTest/2813/WDC-WD5000KS-00MNB0
HDD,Toshiba,MK3259GSXP 320GB,32.9,320GB,MK3259GSXP,320GB,,https://hdd.userbenchmark.com/SpeedTest/705/TOSHIBA-MK3259GSXP
HDD,Hitachi,HDT725050VLA380 500GB,32.9,500GB,HDT725050VLA380,500GB,,https://hdd.userbenchmark.com/SpeedTest/2605/Hitachi-HDT725050VLA380
HDD,Hitachi,HTS545050B9A300 500GB,32.8,500GB,HTS545050B9A300,500GB,,https://hdd.userbenchmark.com/SpeedTest/1634/Hitachi-HTS545050B9A300
HDD,Seagate,ST9160412AS 160GB,32.8,160GB,ST9160412AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/2544/ST9160412AS
HDD,WD,"Blue 2.5"" 320GB (2010)",32.7,320GB,"Blue 2.5""",320GB,2010.0,https://hdd.userbenchmark.com/SpeedTest/2595/WDC-WD3200BPVT-75JJ5T0
HDD,Samsung,HM251HI 250GB,32.7,250GB,HM251HI,250GB,,https://hdd.userbenchmark.com/SpeedTest/6909/SAMSUNG-HM251HI
HDD,Toshiba,MK6459GSXP 640GB,32.7,640GB,MK6459GSXP,640GB,,https://hdd.userbenchmark.com/SpeedTest/2337/TOSHIBA-MK6459GSXP
HDD,Hitachi,HTS723232L9A360 320GB,32.6,320GB,HTS723232L9A360,320GB,,https://hdd.userbenchmark.com/SpeedTest/6590/Hitachi-HTS723232L9A360
HDD,Fujitsu,MJA2500BH G2 500GB,32.6,500GB,MJA2500BH G2,500GB,,https://hdd.userbenchmark.com/SpeedTest/7426/FUJITSU-MJA2500BH-G2
HDD,WD,WD3200AVVS-63L2B0 320GB,32.6,320GB,WD3200AVVS-63L2B0,320GB,,https://hdd.userbenchmark.com/SpeedTest/5116/WDC-WD3200AVVS-63L2B0
HDD,WD,WD5000YS-18MPB1 500GB,32.5,500GB,WD5000YS-18MPB1,500GB,,https://hdd.userbenchmark.com/SpeedTest/12608/WDC-WD5000YS-18MPB1
HDD,Samsung,HD753LI 750GB,32.5,750GB,HD753LI,750GB,,https://hdd.userbenchmark.com/SpeedTest/10511/SAMSUNG-HD753LI
HDD,WD,WD740GD-00FLA2 74GB,32.4,74GB,WD740GD-00FLA2,74GB,,https://hdd.userbenchmark.com/SpeedTest/3765/WDC-WD740GD-00FLA2
HDD,Hitachi,HCS5C3232SLA380 320GB,32.4,320GB,HCS5C3232SLA380,320GB,,https://hdd.userbenchmark.com/SpeedTest/8115/Hitachi-HCS5C3232SLA380
HDD,Hitachi,HDT725032VLA360 320GB,32.3,320GB,HDT725032VLA360,320GB,,https://hdd.userbenchmark.com/SpeedTest/1265/Hitachi-HDT725032VLA360
HDD,WD,WD1600AABS-00PRA0 160GB,32.1,160GB,WD1600AABS-00PRA0,160GB,,https://hdd.userbenchmark.com/SpeedTest/1353/WDC-WD1600AABS-00PRA0
HDD,Seagate,ST3200820AS 200GB,32.0,200GB,ST3200820AS,200GB,,https://hdd.userbenchmark.com/SpeedTest/2833/ST3200820AS
HDD,Hitachi,HTS545032B9SA02 320GB,32.0,320GB,HTS545032B9SA02,320GB,,https://hdd.userbenchmark.com/SpeedTest/11306/Hitachi-HTS545032B9SA02
HDD,Hitachi,HTS54755 500GB,32.0,500GB,HTS54755,500GB,,https://hdd.userbenchmark.com/SpeedTest/1555/Hitachi-HTS54755
HDD,Hitachi,HTS723225L9A362 250GB,32.0,250GB,HTS723225L9A362,250GB,,https://hdd.userbenchmark.com/SpeedTest/4098/Hitachi-HTS723225L9A362
HDD,Samsung,HD401LJ 400GB,31.9,400GB,HD401LJ,400GB,,https://hdd.userbenchmark.com/SpeedTest/1229/SAMSUNG-HD401LJ
HDD,Fujitsu,MJA2250BH G2 250GB,31.9,250GB,MJA2250BH G2,250GB,,https://hdd.userbenchmark.com/SpeedTest/4346/FUJITSU-MJA2250BH-G2
HDD,Toshiba,MK6475GSX 640GB,31.8,640GB,MK6475GSX,640GB,,https://hdd.userbenchmark.com/SpeedTest/3809/TOSHIBA-MK6475GSX
HDD,Maxtor,STM3250820A 250GB,31.8,250GB,STM3250820A,250GB,,https://hdd.userbenchmark.com/SpeedTest/9658/MAXTOR-STM3250820A
HDD,Hitachi,HDT725032VLA380 320GB,31.8,320GB,HDT725032VLA380,320GB,,https://hdd.userbenchmark.com/SpeedTest/2691/Hitachi-HDT725032VLA380
HDD,Hitachi,HDT725050VLA360 500GB,31.7,500GB,HDT725050VLA360,500GB,,https://hdd.userbenchmark.com/SpeedTest/1926/Hitachi-HDT725050VLA360
HDD,Maxtor,6V300F0 300GB,31.7,300GB,6V300F0,300GB,,https://hdd.userbenchmark.com/SpeedTest/2286/Maxtor-6V300F0
HDD,Hitachi,HDT725040VLA360 400GB,31.7,400GB,HDT725040VLA360,400GB,,https://hdd.userbenchmark.com/SpeedTest/1719/Hitachi-HDT725040VLA360
HDD,WD,WD3200AAVS-00ZTB0 320GB,31.6,320GB,WD3200AAVS-00ZTB0,320GB,,https://hdd.userbenchmark.com/SpeedTest/5519/WDC-WD3200AAVS-00ZTB0
HDD,Hitachi,HUA721075KLA 750GB,31.6,750GB,HUA721075KLA,750GB,,https://hdd.userbenchmark.com/SpeedTest/6886/Hitachi-HUA721075KLA
HDD,Maxtor,7V300F0 300GB,31.6,300GB,7V300F0,300GB,,https://hdd.userbenchmark.com/SpeedTest/8427/Maxtor-7V300F0
HDD,Toshiba,MK5075GSX 500GB,31.5,500GB,MK5075GSX,500GB,,https://hdd.userbenchmark.com/SpeedTest/4046/TOSHIBA-MK5075GSX
HDD,WD,"Blue 2.5"" 500GB (2009)",31.5,500GB,"Blue 2.5""",500GB,2009.0,https://hdd.userbenchmark.com/SpeedTest/1943/WDC-WD5000BEVT-22A0RT0
HDD,Maxtor,STM3160811AS 160GB,31.5,160GB,STM3160811AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/10214/MAXTOR-STM3160811AS
HDD,Hitachi,Deskstar P7K500 160GB,31.5,160GB,Deskstar P7K500,160GB,,https://hdd.userbenchmark.com/SpeedTest/3051/Hitachi-HDP725016GLA380
HDD,Toshiba,MK3275GSX 320GB,31.4,320GB,MK3275GSX,320GB,,https://hdd.userbenchmark.com/SpeedTest/6320/TOSHIBA-MK3275GSX
HDD,Toshiba,MK3276GSX 320GB,31.4,320GB,MK3276GSX,320GB,,https://hdd.userbenchmark.com/SpeedTest/7284/TOSHIBA-MK3276GSX
HDD,WD,WD5000AAKB-00H8A0 500GB,31.4,500GB,WD5000AAKB-00H8A0,500GB,,https://hdd.userbenchmark.com/SpeedTest/4691/WDC-WD5000AAKB-00H8A0
HDD,Seagate,"Momentus 5400.6 2.5"" 500GB",31.3,500GB,"Momentus 5400.6 2.5""",500GB,,https://hdd.userbenchmark.com/SpeedTest/166/ST9500325AS
HDD,Seagate,ST3320820SCE 320GB,31.2,320GB,ST3320820SCE,320GB,,https://hdd.userbenchmark.com/SpeedTest/7203/ST3320820SCE
HDD,Hitachi,HTS545050B9SA00 500GB,31.1,500GB,HTS545050B9SA00,500GB,,https://hdd.userbenchmark.com/SpeedTest/6645/Hitachi-HTS545050B9SA00
HDD,Samsung,HD160HJ 160GB,31.1,160GB,HD160HJ,160GB,,https://hdd.userbenchmark.com/SpeedTest/5876/SAMSUNG-HD160HJ
HDD,Maxtor,STM3160815AS 160GB,31.1,160GB,STM3160815AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/6381/MAXTOR-STM3160815AS
HDD,WD,WD2500AAJB-00J3A0 250GB,31.0,250GB,WD2500AAJB-00J3A0,250GB,,https://hdd.userbenchmark.com/SpeedTest/2580/WDC-WD2500AAJB-00J3A0
HDD,Hitachi,HTS543216A7A384 160GB,31.0,160GB,HTS543216A7A384,160GB,,https://hdd.userbenchmark.com/SpeedTest/6327/Hitachi-HTS543216A7A384
HDD,Hitachi,HTS545025B9A300 250GB,31.0,250GB,HTS545025B9A300,250GB,,https://hdd.userbenchmark.com/SpeedTest/1535/Hitachi-HTS545025B9A300
HDD,Samsung,HD403LJ 400GB,31.0,400GB,HD403LJ,400GB,,https://hdd.userbenchmark.com/SpeedTest/3800/SAMSUNG-HD403LJ
HDD,Hitachi,HDT725032VLA 320GB,30.9,320GB,HDT725032VLA,320GB,,https://hdd.userbenchmark.com/SpeedTest/10037/Hitachi-HDT725032VLA
HDD,Hitachi,HTS543232A7A384 320GB,30.9,320GB,HTS543232A7A384,320GB,,https://hdd.userbenchmark.com/SpeedTest/4638/HITACHI-HTS543232A7A384
HDD,Samsung,HD400LJ 400GB,30.9,400GB,HD400LJ,400GB,,https://hdd.userbenchmark.com/SpeedTest/4474/SAMSUNG-HD400LJ
HDD,Maxtor,7H500F0 500GB,30.9,500GB,7H500F0,500GB,,https://hdd.userbenchmark.com/SpeedTest/3697/Maxtor-7H500F0
HDD,Maxtor,STM3200820AS 200GB,30.8,200GB,STM3200820AS,200GB,,https://hdd.userbenchmark.com/SpeedTest/4619/MAXTOR-STM3200820AS
HDD,Seagate,ST3160811AS 160GB,30.8,160GB,ST3160811AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/3594/ST3160811AS
HDD,WD,WD3200AAJB-00J3A0 320GB,30.8,320GB,WD3200AAJB-00J3A0,320GB,,https://hdd.userbenchmark.com/SpeedTest/2623/WDC-WD3200AAJB-00J3A0
HDD,Seagate,ST332082 0SCE 320GB,30.8,320GB,ST332082 0SCE,320GB,,https://hdd.userbenchmark.com/SpeedTest/4800/ST332082-0SCE
HDD,Samsung,HD161HJ 160GB,30.8,160GB,HD161HJ,160GB,,https://hdd.userbenchmark.com/SpeedTest/1496/SAMSUNG-HD161HJ
HDD,Seagate,ST9250315AS 250GB,30.7,250GB,ST9250315AS,250GB,,https://hdd.userbenchmark.com/SpeedTest/624/ST9250315AS
HDD,Samsung,HD081GJ 80GB,30.7,80GB,HD081GJ,80GB,,https://hdd.userbenchmark.com/SpeedTest/4836/SAMSUNG-HD081GJ
HDD,Maxtor,6V320F0 320GB,30.5,320GB,6V320F0,320GB,,https://hdd.userbenchmark.com/SpeedTest/7185/Maxtor-6V320F0
HDD,Hitachi,HTS545032A7E380 320GB,30.5,320GB,HTS545032A7E380,320GB,,https://hdd.userbenchmark.com/SpeedTest/1588/Hitachi-HTS545032A7E380
HDD,Samsung,HD082GJ 80GB,30.5,80GB,HD082GJ,80GB,,https://hdd.userbenchmark.com/SpeedTest/5654/SAMSUNG-HD082GJ
HDD,Hitachi,HTS723216L9A360 160GB,30.4,160GB,HTS723216L9A360,160GB,,https://hdd.userbenchmark.com/SpeedTest/5339/Hitachi-HTS723216L9A360
HDD,Seagate,ST3250620A 250GB,30.4,250GB,ST3250620A,250GB,,https://hdd.userbenchmark.com/SpeedTest/8803/ST3250620A
HDD,Toshiba,MK5055GSX 500GB,30.4,500GB,MK5055GSX,500GB,,https://hdd.userbenchmark.com/SpeedTest/2029/TOSHIBA-MK5055GSX
HDD,Seagate,ST3808110AS 80GB,30.4,80GB,ST3808110AS,80GB,,https://hdd.userbenchmark.com/SpeedTest/4753/ST3808110AS
HDD,Hitachi,HTS545050KTA300 500GB,30.4,500GB,HTS545050KTA300,500GB,,https://hdd.userbenchmark.com/SpeedTest/9294/Hitachi-HTS545050KTA300
HDD,Seagate,ST3160815SV 160GB,30.4,160GB,ST3160815SV,160GB,,https://hdd.userbenchmark.com/SpeedTest/10181/ST3160815SV
HDD,WD,WD5000AAJB-00YRA0 500GB,30.3,500GB,WD5000AAJB-00YRA0,500GB,,https://hdd.userbenchmark.com/SpeedTest/6902/WDC-WD5000AAJB-00YRA0
HDD,Seagate,ST3250820A 250GB,30.3,250GB,ST3250820A,250GB,,https://hdd.userbenchmark.com/SpeedTest/709/ST3250820A
HDD,Seagate,ST3300822AS 300GB,30.3,300GB,ST3300822AS,300GB,,https://hdd.userbenchmark.com/SpeedTest/4225/ST3300822AS
HDD,Toshiba,MK5065GSX 500GB,30.2,500GB,MK5065GSX,500GB,,https://hdd.userbenchmark.com/SpeedTest/252/TOSHIBA-MK5065GSX
HDD,Samsung,HM320II 320GB,30.2,320GB,HM320II,320GB,,https://hdd.userbenchmark.com/SpeedTest/8571/SAMSUNG-HM320II
HDD,Seagate,ST3500830A 500GB,30.2,500GB,ST3500830A,500GB,,https://hdd.userbenchmark.com/SpeedTest/4792/ST3500830A
HDD,Samsung,SP2504C 250GB,30.2,250GB,SP2504C,250GB,,https://hdd.userbenchmark.com/SpeedTest/2057/SAMSUNG-SP2504C
HDD,Seagate,ST3160812AS 160GB,30.1,160GB,ST3160812AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/1935/ST3160812AS
HDD,Toshiba,MK5065GSXN 500GB,30.0,500GB,MK5065GSXN,500GB,,https://hdd.userbenchmark.com/SpeedTest/5561/TOSHIBA-MK5065GSXN
HDD,Hitachi,HDS721616PLA380 160GB,30.0,160GB,HDS721616PLA380,160GB,,https://hdd.userbenchmark.com/SpeedTest/2578/Hitachi-HDS721616PLA380
HDD,Maxtor,6V250F0 251GB,29.9,251GB,6V250F0,251GB,,https://hdd.userbenchmark.com/SpeedTest/2361/Maxtor-6V250F0
HDD,Seagate,ST3160815AS 160GB,29.9,160GB,ST3160815AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/1990/ST3160815AS
HDD,Maxtor,6V080E0 82GB,29.9,82GB,6V080E0,82GB,,https://hdd.userbenchmark.com/SpeedTest/2524/Maxtor-6V080E0
HDD,Hitachi,HDS721616PLA380 165GB,29.9,165GB,HDS721616PLA380,165GB,,https://hdd.userbenchmark.com/SpeedTest/3895/Hitachi-HDS721616PLA380
HDD,Hitachi,HTS723216L9SA60 160GB,29.9,160GB,HTS723216L9SA60,160GB,,https://hdd.userbenchmark.com/SpeedTest/1119/HITACHI-HTS723216L9SA60
HDD,Seagate,ST3802110AS 80GB,29.8,80GB,ST3802110AS,80GB,,https://hdd.userbenchmark.com/SpeedTest/2586/ST3802110AS
HDD,Seagate,ST3160215AS 160GB,29.8,160GB,ST3160215AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/3966/ST3160215AS
HDD,Toshiba,MK5076GSXN 500GB,29.8,500GB,MK5076GSXN,500GB,,https://hdd.userbenchmark.com/SpeedTest/11398/TOSHIBA-MK5076GSXN
HDD,Maxtor,STM3320820A 320GB,29.8,320GB,STM3320820A,320GB,,https://hdd.userbenchmark.com/SpeedTest/5392/MAXTOR-STM3320820A
HDD,WD,WD3200KS-00PFB0 320GB,29.8,320GB,WD3200KS-00PFB0,320GB,,https://hdd.userbenchmark.com/SpeedTest/676/WDC-WD3200KS-00PFB0
HDD,WD,WD1600AVBS-63SVA0 160GB,29.7,160GB,WD1600AVBS-63SVA0,160GB,,https://hdd.userbenchmark.com/SpeedTest/3472/WDC-WD1600AVBS-63SVA0
HDD,Maxtor,STM3160211AS 160GB,29.7,160GB,STM3160211AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/8177/MAXTOR-STM3160211AS
HDD,Maxtor,STM3160215AS 160GB,29.7,160GB,STM3160215AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/1296/MAXTOR-STM3160215AS
HDD,Fujitsu,MHZ2160BJ FFS G2 160GB,29.6,160GB,MHZ2160BJ FFS G2,160GB,,https://hdd.userbenchmark.com/SpeedTest/3938/FUJITSU-MHZ2160BJ-FFS-G2
HDD,Seagate,ST3400832AS 400GB,29.6,400GB,ST3400832AS,400GB,,https://hdd.userbenchmark.com/SpeedTest/780/ST3400832AS
HDD,Seagate,ST380815AS 80GB,29.5,80GB,ST380815AS,80GB,,https://hdd.userbenchmark.com/SpeedTest/637/ST380815AS
HDD,Toshiba,MK5076GSX 500GB,29.5,500GB,MK5076GSX,500GB,,https://hdd.userbenchmark.com/SpeedTest/2073/TOSHIBA-MK5076GSX
HDD,Seagate,ST3300622AS 300GB,29.5,300GB,ST3300622AS,300GB,,https://hdd.userbenchmark.com/SpeedTest/2993/ST3300622AS
HDD,Fujitsu,MJA2320BH G2 320GB,29.4,320GB,MJA2320BH G2,320GB,,https://hdd.userbenchmark.com/SpeedTest/3975/FUJITSU-MJA2320BH-G2
HDD,Seagate,ST3250823AS 250GB,29.4,250GB,ST3250823AS,250GB,,https://hdd.userbenchmark.com/SpeedTest/2690/ST3250823AS
HDD,Maxtor,6V200E0 204GB,29.4,204GB,6V200E0,204GB,,https://hdd.userbenchmark.com/SpeedTest/1837/Maxtor-6V200E0
HDD,Excelstor,Technology J8160S 160GB,29.4,160GB,Technology J8160S,160GB,,https://hdd.userbenchmark.com/SpeedTest/11714/ExcelStor-Technology-J8160S
HDD,Toshiba,MK2576GSX 250GB,29.4,250GB,MK2576GSX,250GB,,https://hdd.userbenchmark.com/SpeedTest/1627/TOSHIBA-MK2576GSX
HDD,Seagate,ST3500630A 500GB,29.4,500GB,ST3500630A,500GB,,https://hdd.userbenchmark.com/SpeedTest/6609/ST3500630A
HDD,Hitachi,HDS721680PLA380 82GB,29.4,82GB,HDS721680PLA380,82GB,,https://hdd.userbenchmark.com/SpeedTest/7255/Hitachi-HDS721680PLA380
HDD,Seagate,ST380215AS 80GB,29.4,80GB,ST380215AS,80GB,,https://hdd.userbenchmark.com/SpeedTest/6286/ST380215AS
HDD,Maxtor,STM380215AS 80GB,29.3,80GB,STM380215AS,80GB,,https://hdd.userbenchmark.com/SpeedTest/2696/MAXTOR-STM380215AS
HDD,Hitachi,HDS721680PLA380 80GB,29.3,80GB,HDS721680PLA380,80GB,,https://hdd.userbenchmark.com/SpeedTest/4750/Hitachi-HDS721680PLA380
HDD,Toshiba,MK5055GSXN 500GB,29.2,500GB,MK5055GSXN,500GB,,https://hdd.userbenchmark.com/SpeedTest/1798/TOSHIBA-MK5055GSXN
HDD,WD,WD3200BMVS-11F9S0 320GB,29.2,320GB,WD3200BMVS-11F9S0,320GB,,https://hdd.userbenchmark.com/SpeedTest/10626/WDC-WD3200BMVS-11F9S0
HDD,WD,WD3200YS-01PGB0 320GB,29.2,320GB,WD3200YS-01PGB0,320GB,,https://hdd.userbenchmark.com/SpeedTest/3238/WDC-WD3200YS-01PGB0
HDD,Hitachi,HDT722525DLA380 250GB,29.2,250GB,HDT722525DLA380,250GB,,https://hdd.userbenchmark.com/SpeedTest/1390/HDT722525DLA380
HDD,Hitachi,HTS723225L9A360 250GB,29.2,250GB,HTS723225L9A360,250GB,,https://hdd.userbenchmark.com/SpeedTest/4544/Hitachi-HTS723225L9A360
HDD,Toshiba,MK2555GSX 250GB,29.1,250GB,MK2555GSX,250GB,,https://hdd.userbenchmark.com/SpeedTest/2698/TOSHIBA-MK2555GSX
HDD,Hitachi,HTS545032B9A300 320GB,29.0,320GB,HTS545032B9A300,320GB,,https://hdd.userbenchmark.com/SpeedTest/1389/Hitachi-HTS545032B9A300
HDD,Seagate,ST3160211AS 160GB,29.0,160GB,ST3160211AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/7276/ST3160211AS
HDD,WD,"Blue 2.5"" 250GB (2009)",29.0,250GB,"Blue 2.5""",250GB,2009.0,https://hdd.userbenchmark.com/SpeedTest/2695/WDC-WD2500BEVT-00ZCT0
HDD,WD,WD3200JD-22K 320GB,29.0,320GB,WD3200JD-22K,320GB,,https://hdd.userbenchmark.com/SpeedTest/6647/WDC-WD3200JD-22K
HDD,Seagate,ST3400633AS 400GB,28.9,400GB,ST3400633AS,400GB,,https://hdd.userbenchmark.com/SpeedTest/6724/ST3400633AS
HDD,WD,WD4000KD-00NAB0 400GB,28.8,400GB,WD4000KD-00NAB0,400GB,,https://hdd.userbenchmark.com/SpeedTest/2338/WDC-WD4000KD-00NAB0
HDD,Hitachi,HDT725032VLAT80 320GB,28.8,320GB,HDT725032VLAT80,320GB,,https://hdd.userbenchmark.com/SpeedTest/5147/Hitachi-HDT725032VLAT80
HDD,WD,"Blue 2.5"" 320GB (2009)",28.7,320GB,"Blue 2.5""",320GB,2009.0,https://hdd.userbenchmark.com/SpeedTest/2273/WDC-WD3200BEVT-22ZCT0
HDD,WD,WD2500YD-01NVB1 251GB,28.7,251GB,WD2500YD-01NVB1,251GB,,https://hdd.userbenchmark.com/SpeedTest/8909/WDC-WD2500YD-01NVB1
HDD,Samsung,HD252KJ 250GB,28.7,250GB,HD252KJ,250GB,,https://hdd.userbenchmark.com/SpeedTest/3923/SAMSUNG-HD252KJ
HDD,Seagate,ST3250824AS 250GB,28.6,250GB,ST3250824AS,250GB,,https://hdd.userbenchmark.com/SpeedTest/2131/ST3250824AS
HDD,Maxtor,6V160E0 160GB,28.6,160GB,6V160E0,160GB,,https://hdd.userbenchmark.com/SpeedTest/4072/Maxtor-6V160E0
HDD,Maxtor,7L250S0 250GB,28.6,250GB,7L250S0,250GB,,https://hdd.userbenchmark.com/SpeedTest/5847/Maxtor-7L250S0
HDD,Hitachi,HTS545032B9SA00 320GB,28.6,320GB,HTS545032B9SA00,320GB,,https://hdd.userbenchmark.com/SpeedTest/10455/Hitachi-HTS545032B9SA00
HDD,WD,WD1600YS-18SHB2 160GB,28.6,160GB,WD1600YS-18SHB2,160GB,,https://hdd.userbenchmark.com/SpeedTest/10150/WDC-WD1600YS-18SHB2
HDD,WD,WD2500KS-00MJB0 250GB,28.5,250GB,WD2500KS-00MJB0,250GB,,https://hdd.userbenchmark.com/SpeedTest/1521/WDC-WD2500KS-00MJB0
HDD,Seagate,ST3250624AS 250GB,28.4,250GB,ST3250624AS,250GB,,https://hdd.userbenchmark.com/SpeedTest/6831/ST3250624AS
HDD,Maxtor,7L250S0 251GB,28.4,251GB,7L250S0,251GB,,https://hdd.userbenchmark.com/SpeedTest/4393/Maxtor--7L250S0
HDD,Maxtor,6L160M0 160GB,28.3,160GB,6L160M0,160GB,,https://hdd.userbenchmark.com/SpeedTest/4958/Maxtor-6L160M0
HDD,Maxtor,7L300S0 300GB,28.3,300GB,7L300S0,300GB,,https://hdd.userbenchmark.com/SpeedTest/2130/Maxtor-7L300S0
HDD,Seagate,ST380811AS 80GB,28.3,80GB,ST380811AS,80GB,,https://hdd.userbenchmark.com/SpeedTest/2147/ST380811AS
HDD,WD,WD3200JS-63PDB1 320GB,28.3,320GB,WD3200JS-63PDB1,320GB,,https://hdd.userbenchmark.com/SpeedTest/4071/WDC-WD3200JS-63PDB1
HDD,Maxtor,6 L300S0 300GB,28.2,300GB,6 L300S0,300GB,,https://hdd.userbenchmark.com/SpeedTest/9919/Maxtor-6-L300S0
HDD,WD,"Blue 2.5"" 250GB (2010)",28.2,250GB,"Blue 2.5""",250GB,2010.0,https://hdd.userbenchmark.com/SpeedTest/2517/WDC-WD2500BPVT-75JJ5T0
HDD,Hitachi,HTS722020K9SA00 200GB,28.2,200GB,HTS722020K9SA00,200GB,,https://hdd.userbenchmark.com/SpeedTest/10167/Hitachi-HTS722020K9SA00
HDD,Seagate,ST3300831AS 300GB,28.2,300GB,ST3300831AS,300GB,,https://hdd.userbenchmark.com/SpeedTest/1777/ST3300831AS
HDD,Maxtor,6B200M0 204GB,28.1,204GB,6B200M0,204GB,,https://hdd.userbenchmark.com/SpeedTest/2239/Maxtor-6B200M0
HDD,Seagate,ST9320325AS 320GB,28.1,320GB,ST9320325AS,320GB,,https://hdd.userbenchmark.com/SpeedTest/2223/ST9320325AS
HDD,WD,WD4000YR-01PLB0 400GB,28.1,400GB,WD4000YR-01PLB0,400GB,,https://hdd.userbenchmark.com/SpeedTest/3948/WDC-WD4000YR-01PLB0
HDD,Hitachi,HTS543225A7A384 250GB,28.1,250GB,HTS543225A7A384,250GB,,https://hdd.userbenchmark.com/SpeedTest/9742/Hitachi-HTS543225A7A384
HDD,Seagate,ST3400832A 400GB,28.1,400GB,ST3400832A,400GB,,https://hdd.userbenchmark.com/SpeedTest/2624/ST3400832A
HDD,WD,WD1600AAJB-00PVA0 160GB,28.0,160GB,WD1600AAJB-00PVA0,160GB,,https://hdd.userbenchmark.com/SpeedTest/4799/WDC-WD1600AAJB-00PVA0
HDD,Seagate,ST3250823A 250GB,28.0,250GB,ST3250823A,250GB,,https://hdd.userbenchmark.com/SpeedTest/4671/ST3250823A
HDD,Maxtor,6L200M0 200GB,27.9,200GB,6L200M0,200GB,,https://hdd.userbenchmark.com/SpeedTest/6596/Maxtor-6L200M0
HDD,WD,WD1600YS-01SHB1 165GB,27.9,165GB,WD1600YS-01SHB1,165GB,,https://hdd.userbenchmark.com/SpeedTest/10600/WDC-WD1600YS-01SHB1
HDD,Seagate,ST3200826AS 200GB,27.8,200GB,ST3200826AS,200GB,,https://hdd.userbenchmark.com/SpeedTest/7868/ST3200826AS
HDD,WD,WD3200BEVS-16VAT0 320GB,27.8,320GB,WD3200BEVS-16VAT0,320GB,,https://hdd.userbenchmark.com/SpeedTest/3173/WDC-WD3200BEVS-16VAT0
HDD,Maxtor,6L300S0 300GB,27.8,300GB,6L300S0,300GB,,https://hdd.userbenchmark.com/SpeedTest/2242/Maxtor-6L300S0
